node	species
ANICV1737-11	Cryptophasa sp. ANIC97
ANICV1514-11	Cryptophasa sp. ANIC66
ANICV1728-11	Cryptophasa tecta
ANICV1739-11	Thysiarcha ecclesiastis
ANIAA1537-11	Philarista sp. ANIC1
ANICU636-11	Uzucha humeralis
ANIAA400-11	Uzucha humeralis
ANICU631-11	Uzucha borealis
IMLS080-12	Uzucha humeralis PS1
ANICU1234-11	Lophobela sinuosa
ANIAA587-11	Lophobela sinuosa
ANIAA1904-11	Copidoris dimorpha
ANIAG539-11	Compsotorna eccrita
ANIAA1114-11	Compsotorna eccrita
ANIAA1118-11	Compsotorna sp. ANIC1
ANIAA1110-11	Compsotorna oligarchica
ANIAA1108-11	Compsotorna oligarchica
AMWW312-12	Telecrates laetiorella
ANICV1057-11	Telecrates sp. ANIC4
ANICV1050-11	Telecrates basileia
ANIAA1068-11	Telecrates basileia
ANIAA1073-11	Telecrates sp. ANIC2
ANIAB041-11	Telecrates sp. ANIC2
ANIC769-06	Eschatura lemurias
ANICU605-11	Eschatura lemurias
ANIAA327-11	Eschatura lemurias
EPNG6348-12	Eschatura lemurias
ANICU561-11	Eschatura sp. ANIC1
ANICU609-11	Eschatura lactea
ANICU563-11	Eschatura sp. ANIC3
LHHMT071-10	Plectophila sp. 1IM
ANICU1941-11	Plectophila acrochroa
ANICU1946-11	Plectophila sp. ANIC15
ANICU1945-11	Plectophila sp. ANIC15
ANICV076-11	Plectophila sp. ANIC15
AMUB332-11	Plectophila discalis
AMUB343-11	Plectophila sp. ANIC16
ANICU1966-11	Plectophila sp. ANIC21
ANIAA927-11	Plectophila sp. ANIC8
ANIAA923-11	Plectophila sp. ANIC8
ANIAA925-11	Plectophila sp. ANIC8
LOQTF377-10	Plectophila eucrines
ANICB408-06	Plectophila eucrines
ANICU1925-11	Plectophila eucrines
ANIAA1973-11	Plectophila eucrines
ANIAA931-11	Plectophila eucrines
ANICU1940-11	Plectophila sp. ANIC14
ANIAB504-11	Plectophila sp. ANIC23
ANIAA883-11	Plectophila thrasycosma
ANICU1956-11	Plectophila sp. ANIC18
ANIAA891-11	Plectophila sp. ANIC3
ANIAA976-11	Plectophila sp. ANIC19
ANIAA978-11	Plectophila sp. ANIC22
ANIAB078-11	Plectophila sp. ANIC13
ANICU1963-11	Plectophila sp. ANIC20
ANIAB079-11	Plectophila sp. ANIC20
ANICU1934-11	Plectophila sp. ANIC12
LLISA033-06	Plectophila micradelpha
ANIAA894-11	Plectophila sp. ANIC10
ANIAA1975-11	Plectophila sp. ANIC10
ANICU1932-11	Plectophila sp. ANIC11
AMUB469-11	Plectophila pyrgodes
ANIAA861-11	Tymbophora peltastis
ANICU1781-11	Tymbophora peltastis
ANIAA862-11	Tymbophora peltastis
ANIAB438-11	Tymbophora peltastis
WALPB2397-14	Tymbophora peltastis
ANIAA858-11	Tymbophora peltastis
ANIAA1078-11	Zaphanaula hemileuca
ANIAA1818-11	Phthonerodes peridela
ANIAB215-11	Phthonerodes scotarcha
ANICP348-10	Chereuta tinthalea
ANICU396-11	Chereuta tinthalea
ANICV122-11	Crypsicharis enthetica
ANICV131-11	Crypsicharis sp. ANIC1
ANIAB144-11	Crypsicharis neocosma
ANIAA033-11	Crypsicharis neocosma
ANIAA036-11	Crypsicharis neocosma
ANIAA030-11	Crypsicharis triplaca
ANIAB430-11	Xylorycta sp. ANIC1
ANICV367-11	Xylorycta sp. ANIC1
ANIAB431-11	Xylorycta sp. ANIC1
ANICV1733-11	Xylorycta sp. ANIC56
ANICV772-11	Xylorycta sp. ANIC56
ANIAA276-11	Xylorycta heliomacula
ANICV895-11	Xylorycta sp. ANIC84
ANICV569-11	Xylorycta sp. ANIC39
ANIAA195-11	Xylorycta sp. ANIC67
ANIC705-06	Xylorycta sp. ANIC6
ANICV433-11	Xylorycta sp. ANIC26
ANICV920-11	Xylorycta sp. ANIC91
ANIAA210-11	Xylorycta streptogramma
ANICV882-11	Xylorycta sp. ANIC83
ANICV883-11	Xylorycta sp. ANIC83
ANICV881-11	Xylorycta sp. ANIC83
ANICV860-11	Xylorycta sp. ANIC75
ANICV1980-11	Xylorycta viduata
ANICV1985-11	Xylorycta viduata
ANICV857-11	Xylorycta emarginata
ANIAA200-11	Xylorycta parabolella
ANICV792-11	Xylorycta philonympha
ANIAB575-11	Xylorycta philonympha
ANIAA074-11	Xylorycta sp. ANIC8
ANIAB793-11	Xylorycta sp. ANIC8
ANICV579-11	Xylorycta sp. ANIC42
ANIAA026-11	Xylorycta sp. ANIC37
ANIAA091-11	Xylorycta sp. ANIC51
ANICV429-11	Xylorycta sp. ANIC24
ANIAA004-11	Xylorycta sp. ANIC30
ANIAA005-11	Xylorycta sp. ANIC30
ANIAA008-11	Xylorycta sp. ANIC30
ANIAA098-11	Xylorycta sp. ANIC52
IMLR1045-11	Xylorycta haplochroa
ANIAB264-11	Xylorycta haplochroa
ANICV1736-11	Xylorycta sp. ANIC49
ANIAA078-11	Xylorycta sp. ANIC45
ANICV745-11	Xylorycta sp. ANIC45
ANIAA141-11	Xylorycta leucophanes
ANICV901-11	Xylorycta sp. ANIC86
ANIAA083-11	Xylorycta sp. ANIC46
ANIAB587-11	Xylorycta sp. ANIC46
ANICV428-11	Xylorycta sp. ANIC23
ANIAA180-11	Xylorycta ophiogramma
ANICV779-11	Xylorycta sp. ANIC58
ANIAA115-11	Xylorycta sp. ANIC58
ANIAA028-11	Xylorycta sp. ANIC41
ANIAA029-11	Xylorycta sp. ANIC41
ANICV764-11	Xylorycta sp. ANIC53
ANIAB263-11	Xylorycta amblygona
ANICV547-11	Xylorycta cosmeta
ANIAG528-11	Xylorycta cosmeta
LOQT748-06	Xylorycta austera
AMUB494-11	Xylorycta austera
ANICV912-11	Xylorycta sp. ANIC88
ANIAA292-11	Xylorycta sp. ANIC87
ANICV847-11	Xylorycta sp. ANIC73
ANIAG515-11	Xylorycta sp. IM1
ANIAA1219-11	Xylorycta viduata PS1
ANICV850-11	Xylorycta calligramma
ANICV862-11	Xylorycta sp. ANIC76
ANIAB693-11	Xylorycta apheles
ANICV1732-11	Xylorycta amphileuca
ANICV755-11	Xylorycta amphileuca
ANICV440-11	Xylorycta amphileuca
ANICV552-11	Xylorycta sp. ANIC32
ANICV817-11	Xylorycta chrysomela
ANICV819-11	Xylorycta chrysomela
ANIAA188-11	Xylorycta chrysomela
ANICV880-11	Xylorycta sp. ANIC82
ANICV823-11	Xylorycta sp. ANIC66
ANIAA223-11	Xylorycta sp. ANIC74
ANIAA075-11	Xylorycta orectis
ANIAB719-11	Xylorycta orectis
ANIAA257-11	Xylorycta orectis
ANIAA076-11	Xylorycta orectis
ANIAA177-11	Xylorycta perflua
AMRNA2798-25	Xylorycta strigata
ANIAA170-11	Xylorycta strigata
ANIAA019-11	Xylorycta sp. ANIC35
ANIAA021-11	Xylorycta sp. ANIC35
ANIAG531-11	Xylorycta sp. 7
ANIAA082-11	Xylorycta luteotactella
ANICV410-11	Xylorycta sp. ANIC14
ANICV751-11	Xylorycta sp. ANIC48
ANICV378-11	Xylorycta sp. ANIC5
ANIAB210-11	Xylorycta sp. ANIC5
ANICB513-06	Xylorycta sp. ANIC2
ANICV769-11	Xylorycta sp. ANIC61
ANICV787-11	Xylorycta sp. ANIC61
ANIAA216-11	Xylorycta sp. ANIC71
ANIAB115-11	Xylorycta sp. ANIC72
ANIAA112-11	Xylorycta sp. ANIC57
ANICV771-11	Xylorycta sp. ANIC55
ANICV770-11	Xylorycta sp. ANIC55
ANICV435-11	Xylorycta sp. ANIC27
ANICV419-11	Xylorycta sp. ANIC19
ANICV872-11	Xylorycta sp. ANIC80
ANIAA241-11	Xylorycta flavicosta
ANIAA240-11	Xylorycta flavicosta
ANICU1973-11	Xylorycta ceratospila
ANICV425-11	Xylorycta sp. ANIC21
ANICV426-11	Xylorycta sp. ANIC21
WALPA4784-13	Xylorycta sp. A1
ANIAA102-11	Xylorycta sp. ANIC54
ANICV402-11	Xylorycta candescens
ANICV808-11	Xylorycta candescens
ANIAA137-11	Xylorycta candescens
ANICV785-11	Xylorycta candescens
ANIC583-06	Xylorycta moligera
ANICV554-11	Xylorycta sp. ANIC33
ANICV372-11	Xylorycta sp. ANIC3
ANICV374-11	Xylorycta sp. ANIC3
ANIAB563-11	Xylorycta sp. ANIC25
ANIAA289-11	Xylorycta melanula
ANIAA025-11	Xylorycta sp. ANIC9
ANICV386-11	Xylorycta sp. ANIC9
IMLS740-18	Xylorycta sp. ANIC9
ANIAA127-11	Xylorycta sp. ANIC13
ANICV437-11	Xylorycta sp. ANIC28
ANICV889-11	Xylorycta melaleucae
ANICV814-11	Xylorycta cirrhophragma
ANICV801-11	Xylorycta synaula
AMRNB4078-25	Xylorycta argentella
ANICV804-11	Xylorycta stereodesma
ANICV369-11	Xylorycta cosmopis
AMUB327-11	Xylorycta assimilis
LOQTF747-10	Iulactis sp. ANIC4
ANIC510-06	Iulactis sp. ANIC3
ANIAA1005-11	Iulactis sp. ANIC3
LOQTC729-08	Iulactis sp. ANIC5
ANICU1971-11	Iulactis semifusca
ANIAA990-11	Iulactis semifusca
ANIAB015-11	Iulactis sp. ANIC10
ANICV071-11	Iulactis sp. ANIC1
ANICB878-07	Iulactis insignis
ANICV078-11	Iulactis insignis
ANIAA738-11	Lichenaula sp. ANIC44
ANICB631-06	Lichenaula sp. ANIC44
ANIAB175-11	Lichenaula sp. ANIC44
ANICU1293-11	Lichenaula sp. ANIC13
ANICB530-06	Lichenaula sp. ANIC13
ANIAB490-11	Lichenaula sp. ANIC150
ANIAA740-11	Lichenaula drosias
ANIAA713-11	Lichenaula lichenea
ANICU1699-11	Lichenaula lichenea
ANIAA707-11	Lichenaula lichenea
ANICU1711-11	Lichenaula sp. ANIC46
ANIAA710-11	Lichenaula nr. lichenea
ANICB514-06	Lichenaula callispora
ANICU1482-11	Lichenaula callispora
LOQTC512-07	Lichenaula callispora
ANICU1483-11	Lichenaula callispora
ANICU1448-11	Lichenaula sp. ANIC43
ANIAB057-11	Lichenaula sp. ANIC43
ANIAB241-11	Lichenaula sp. ANIC14
ANIAA1949-11	Lichenaula sp. ANIC14
ANIAB531-11	Lichenaula sp. ANIC166
ANIAB258-11	Lichenaula melanoleuca
ANICU1492-11	Lichenaula melanoleuca
ANIAA777-11	Lichenaula sp. ANIC26
ANIAA601-11	Lichenaula sp. ANIC7
ANIAA1931-11	Lichenaula sp. ANIC7
ANIAA774-11	Lichenaula sp. ANIC27
ANIAB001-11	Lichenaula sp. ANIC27
ANIAA762-11	Lichenaula onychotypa
ANIAA1965-11	Lichenaula lambda
LOQTF537-10	Lichenaula lambda
ANIAA1964-11	Lichenaula lambda
NSWHA1238-23	Lichenaula lambda
ANICU1259-11	Lichenaula ignota
ANICU1261-11	Lichenaula ignota
ANIAA613-11	Lichenaula ignota
ANIAA648-11	Lichenaula comparella
BMTYX247-11	Lichenaula comparella
ANIAB654-11	Lichenaula sp. ANIC202
ANIAA1957-11	Lichenaula sp. ANIC5
AMUB122-11	Lichenaula tholodes PS2
ANIAB840-11	Lichenaula provisa
ANIAB085-11	Lichenaula sp. ANIC10
ANIAB390-11	Lichenaula sp. ANIC49
ANIAB076-11	Lichenaula sp. ANIC49
ANICU1737-11	Lichenaula sp. ANIC49
ANIAA668-11	Lichenaula sp. ANIC125
ANIAB122-11	Lichenaula sp. ANIC68
ANIAA1961-11	Lichenaula sp. ANIC20
ANIAA1989-11	Lichenaula sp. ANIC167
ANIAA1988-11	Lichenaula sp. ANIC23
ANIAB591-11	Lichenaula sp. ANIC184
ANIAB217-11	Lichenaula sp. ANIC103
ANIAA598-11	Lichenaula tholodes
ANICV1341-11	Lichenaula sp. ANIC16
ANICU1255-11	Lichenaula sp. ANIC6
ANIAA1928-11	Lichenaula sp. ANIC6
ANIAB560-11	Lichenaula sp. ANIC176
ANIAA808-11	Lichenaula sp. ANIC30
ANIAA797-11	Lichenaula sp. ANIC30
ANICU1451-11	Lichenaula sp. ANIC30
ANIAB470-11	Lichenaula sp. ANIC140
ANIAA673-11	Lichenaula calligrapha
ANIAA659-11	Lichenaula calligrapha
ANIAB894-11	Lichenaula calligrapha
ANICU1291-11	Lichenaula sp. ANIC37
ANIAB403-11	Lichenaula sp. ANIC37
ANIAB019-11	Lichenaula sp. ANIC33
ANICU1713-11	Lichenaula appropinquans
AMUB266-11	Lichenaula appropinquans
ANIAB005-11	Lichenaula sp. ANIC29
ANIAB557-11	Lichenaula sp. ANIC266
ANIAB007-11	Lichenaula sp. ANIC265
ANIAA803-11	Lichenaula sp. ANIC31
ANICU1757-11	Lichenaula pelodesma
ANICU1755-11	Lichenaula pelodesma
ANIAA679-11	Lichenaula sp. ANIC35
ANIAB026-11	Lichenaula sp. ANIC35
ANIAB023-11	Lichenaula sp. ANIC35
ANIAB556-11	Lichenaula sp. ANIC175
NSWHA034-23	Lichenaula sp. ANIC175
ANICU1283-11	Lichenaula sp. ANIC11
ANIAA642-11	Lichenaula sp. ANIC11
ANIAA1941-11	Lichenaula sp. ANIC11
ANIAB547-11	Lichenaula sp. ANIC171
ANIAB084-11	Lichenaula sp. ANIC51
ANIAB082-11	Lichenaula sp. ANIC51
ANIAB378-11	Lichenaula sp. ANIC118
ANIAB487-11	Lichenaula sp. ANIC149
ANICU1245-11	Lichenaula sp. ANIC2
ANIAB421-11	Lichenaula sp. ANIC131
ANIAB849-11	Lichenaula sp. ANIC245
ANIAB607-11	Lichenaula sp. ANIC187
ANIAB048-11	Lichenaula nr. arisema
ANICB918-07	Lichenaula nr. arisema
ANICU1407-11	Lichenaula sp. ANIC19
ANICU1764-11	Lichenaula sp. ANIC52
ANIAB017-11	Lichenaula sp. ANIC32
ANICU1716-11	Lichenaula musica
ANIAA725-11	Lichenaula musica
ANIAB466-11	Lichenaula sp. ANIC138
ANIAB465-11	Lichenaula sp. ANIC138
ANIAA508-11	Lichenaula onychodes
ANICB228-06	Lichenaula onychodes
ANIAA512-11	Lichenaula onychodes
ANICU1253-11	Lichenaula onychodes
ANIAA518-11	Lichenaula onychodes
ANIAA519-11	Lichenaula onychodes
ANIAB805-11	Lichenaula onychodes
ANIAB555-11	Lichenaula sp. ANIC174
ANIAB596-11	Lichenaula sp. ANIC263
ANIAB852-11	Lichenaula sp. ANIC264
ANIAB851-11	Lichenaula sp. ANIC246
ANIAB038-11	Lichenaula sp. ANIC39
ANIAB037-11	Lichenaula sp. ANIC39
ANIAB054-11	Lichenaula sp. ANIC41
ANICU1412-11	Lichenaula sp. ANIC48
ANIAB074-11	Lichenaula sp. ANIC48
ANIAB072-11	Lichenaula sp. ANIC48
IMLR1094-11	Lichenaula arisema
ANIAA834-11	Lichenaula arisema
ANIAB235-11	Lichenaula arisema
ANIAB715-11	Lichenaula phloeochroa
ANIAB162-11	Lichenaula phloeochroa
ANICU1271-11	Lichenaula phloeochroa
AMUB423-11	Lichenaula arisema PS1
ANIAB814-11	Lichenaula sp. ANIC230
ANICU1198-11	Lichenaula sp. ANIC1
ANIAA534-11	Lichenaula sp. ANIC1
ANIAA540-11	Lichenaula sp. ANIC1
ANIAA1918-11	Lichenaula sp. ANIC1
ANICU1308-11	Lichenaula sp. ANIC18
ANICU450-11	Lichenaula tuberculata
ANICU451-11	Lichenaula tuberculata
ANICV1068-11	Lichenaula lechriomochla
ANIAA1084-11	Lichenaula lechriomochla
NSWHA001-23	Lichenaula sp. ANIC8
ANICU1266-11	Lichenaula sp. ANIC8
ANIAB691-11	Lichenaula sp. ANIC208
ANIAB570-11	Lichenaula sp. ANIC178
ANIAB136-11	Lichenaula sp. ANIC24
ANIAA771-11	Lichenaula sp. ANIC24
ANIAB549-11	Lichenaula sp. ANIC9
ANICU1411-11	Lichenaula sp. ANIC22
ANIAB710-11	Lichenaula sp. ANIC22
ANIAA730-11	Lichenaula choriodes
ANICU1433-11	Lichenaula mochlias
ANIAB143-11	Lichenaula sp. ANIC80
ANIAB759-11	Lichenaula sp. ANIC221
ANIAB475-11	Lichenaula sp. ANIC142
ANIAB819-11	Lichenaula sp. ANIC232
ANIAB816-11	Lichenaula sp. ANIC231
ANIAB552-11	Lichenaula sp. ANIC173
LSM1208-11	Lichenaula sp. ANIC25
ANIAA1995-11	Lichenaula sp. ANIC25
ANIAA1992-11	Lichenaula sp. ANIC25
ANIAA811-11	Lichenaula undulatella
ANIAB502-11	Lichenaula sp. ANIC153
ANIAB127-11	Lichenaula sp. ANIC71
ANIAB598-11	Lichenaula sp. ANIC186
ANIAB075-11	Lichenaula sp. ANIC45
ANICU1708-11	Lichenaula sp. ANIC45
ANIAA822-11	Lichenaula laniata
IMLR239-08	Lichenaula laniata
ANIAA826-11	Lichenaula laniata
ANIAA820-11	Lichenaula laniata
ANIAA815-11	Lichenaula laniata
ANIAA816-11	Lichenaula laniata
ANIAA782-11	Lichenaula maculosa
ANICB1030-07	Lichenaula maculosa
ANIAA791-11	Lichenaula maculosa
ANIAA792-11	Lichenaula maculosa
ANICU1440-11	Lichenaula maculosa
ANIAB009-11	Lichenaula maculosa
ANIAB825-11	Lichenaula sp. ANIC235
ANIAB588-11	Lichenaula sp. ANIC183
ANIAA1892-11	Heterochyta sp. ANIC4
ANICW016-11	Heterochyta aprepta
ANIAA1884-11	Heterochyta sp. ANIC3
ANICW019-11	Heterochyta sp. ANIC7
ANICW023-11	Heterochyta sp. ANIC8
ANIAA1899-11	Heterochyta tetracentra
ANICV2000-11	Heterochyta sp. ANIC1
ANICW025-11	Heterochyta sp. ANIC2
ANICW026-11	Heterochyta sp. ANIC9
ANIAA1901-11	Heterochyta sp. ANIC9
ANICV098-11	Clerarcha poliochyta
ANIAB806-11	Clerarcha sp. ANIC227
ANIAA1017-11	Clerarcha dryinopa
WALPA3203-13	Clerarcha grammatistis
ANIAB064-11	Clerarcha agana
ANIAA1221-11	Hypnonmeuta sp. ANIC1
ANICI045-10	Nemotyla oribates
ANICI047-10	Nemotyla oribates
GBGL11590-13	Opisina arenosella
ANICV1974-11	Bassarodes siriaca
ANIAA1697-11	Chalarotona intabescens
ANIAB528-11	Chalarotona intabescens
ANICV444-11	Chalarotona intabescens
ANIAA1713-11	Chalarotona craspedota
ANICU390-11	Chalarotona sp. ANIC1
ANICU387-11	Chalarotona insincera
ANIAB230-11	Eporycta sp. ANIC1
ANICV1178-11	Eporycta hiracopis
ANIAB095-11	Eporycta sp. ANIC2
ANIAA1562-11	Bathydoxa tenuistria
ANICW059-11	Bathydoxa tenuistria
LTOLB455-09	Metathrinca tsugensis
GBAAY30900-24	Metathrinca tsugensis
METAT046-18	Metathrinca argentea
ASMIJ23381-24	Eumenodora encrypta
ANICV1303-11	Xerocrates proleuca
ANICV1304-11	Xerocrates proleuca
METAT031-18	Topiris schneeweissella
METAT027-18	Topiris candidella
METAT218-19	Topiris lacteella
METAT222-19	Topiris cinderella
METAT025-18	Topiris salva
METAT209-19	Topiris ochrotincta
AMUB083-11	Xylomimetes scholastis PS1
ANIAA1123-11	Xylomimetes scholastis
LEFIA1192-10	Izatha austera
NZLEP661-25	Izatha taingo
NZLEP096-20	Izatha voluptuosa
GBMIN86780-17	Izatha katadiktya
GBGL32849-19	Izatha heroica
GBMIN86762-17	Izatha copiosella
GBMIN86763-17	Izatha copiosella
GBGL32862-19	Izatha psychra
GBMIN86746-17	Izatha apodoxa
GBGL32858-19	Izatha notodoxa
GBGL32844-19	Izatha gekkonella
GBGL32839-19	Izatha blepharidota
GBMIN86754-17	Izatha blepharidota
GBGL32843-19	Izatha dasydisca
GBGL32845-19	Izatha gibbsi
GBGL32838-19	Izatha balanophora
GBGL32841-19	Izatha churtoni
GBMIN86784-17	Izatha metadelta
NZLEP308-20	Izatha metadelta
GBGL32856-19	Izatha metadelta
LEFIA1191-10	Izatha peroneanella
GBMIN86790-17	Izatha peroneanella
GBMIN86788-17	Izatha oleariae
GBMIN86774-17	Izatha hudsoni
GBGL32851-19	Izatha hudsoni
GBGL32853-19	Izatha manubriata
GBMIN86766-17	Izatha epiphanes
NZLEP358-20	Izatha mesoschista
GBGL32854-19	Izatha mesoschista
NZLEP477-20	Izatha mesoschista
GBGL32860-19	Izatha picarella
NZLEP311-20	Izatha attactella
GBMIN86748-17	Izatha attactella
GBGL32836-19	Izatha attactella
GBGL32857-19	Izatha minimira
GBGL32861-19	Izatha prasophyta
LEFIA1152-10	Gymnobathra flavidella
NZLEP176-20	Gymnobathra flavidella
NZLEP541-20	Gymnobathra hamatella
LEFIA1153-10	Gymnobathra omphalota
GBMIN86738-17	Gymnobathra omphalota
NZLEP468-20	Gymnobathra tholodella
CATS159-10	XyloryctidaeGEN sp. AAL8360
YAWAC362-15	XyloryctidaeGEN sp. ACU6918
YAWAC848-15	XyloryctidaeGEN sp. ACW1178
GBGL7316-10	Thyrocopa brevipalpis
MBMK388-20	Thyrocopa kikaelekea
MBMK358-20	Thyrocopa alterna
GBGL7330-10	Thyrocopa gigas
GBGL7300-10	Thyrocopa sp. D MJM-2009
GBGL7294-10	Thyrocopa cinerella
ANIAA1227-11	Bida radiosella
LEFIA1170-10	Hierodoris atychioides
NZLEP654-25	Hierodoris torrida
GBGL32833-19	Hierodoris callispora
NZLEP656-25	Hierodoris tygris
ANIAA1120-11	Xylodryadella cryeranthes
ANICV1146-11	Xylodryadella cryeranthes
ANIAA1032-11	Thymiatris cephalochra
ANIAA1030-11	Thymiatris cephalochra
ANIAA1033-11	Thymiatris cephalochra
ANIAA1912-11	Thymiatris sp. ANIC3
ANIC740-06	Thymiatris sp. ANIC1
NSWBB331-08	Thymiatris allocrossa
ANIAA1026-11	Thymiatris allocrossa
ANICV1026-11	Thymiatris sp. ANIC2
METAT119-19	Thymiatris arista
AMUB012-11	Illidgea epigramma-AAE2680
ANICU1135-11	Illidgea epigramma-AAW9566
ANICU1161-11	Illidgea sp. AAY8519
AMWW065-11	Illidgea sp. AAE4589
ANIAA483-11	Illidgea sp. AAJ2712
ANICU1169-11	Illidgea sp. AAW8956
ANICU1228-11	Illidgea sp. AAW8954
ANICU1171-11	Illidgea sp. AAV6715
LOQT499-06	Illidgea sp. AAI7670
ANICU1231-11	Illidgea sp. ACF1894
ANIAA495-11	Illidgea sp. AAW0109
ANIAA539-11	Illidgea sp. AAY5453
ANIAB138-11	Illidgea sp. ABV5779
ANICU1144-11	Illidgea epigramma-ABA0057
ANICU1192-11	Illidgea sp. AAW8957
ANICU1141-11	Illidgea aethalodes-AAY5155
ANIAA546-11	Illidgea sp. AAV6714
ANICU1214-11	Illidgea sp. ABZ1842
ANIAB706-11	Illidgea sp. AAY7008
NSWHN354-11	Illidgea sp. AAY7011
ANICU1216-11	Illidgea sp. AAU3236
ANICU1146-11	Illidgea sp. AAW8955
ANICU1158-11	Illidgea epigramma-AAU1489
ANICU1145-11	Illidgea epigramma-AAV6713
BMTYX255-11	Illidgea aethalodes
ANICU1170-11	Illidgea sp. AAV6716
LNSWE496-06	Illidgea sp. AAE5619
IMLQ423-08	Illidgea aethalodes-AAK4171
ANICU1153-11	Illidgea aethalodes-AAY8517
LNSWF105-06	Illidgea sp. AAI7669
ANICU1138-11	Illidgea aethalodes-ACE9094
ANICU1184-11	Illidgea sp. AAW0110
ANIAB125-11	Illidgea sp. ACF2825
ANIAB723-11	Illidgea sp. ABY5863
ANICU1140-11	Illidgea sp. AAW1406
LOQTF429-10	Illidgea sp. AAL9047
ANIAB498-11	Illidgea sp. AAW1407
ANICU1194-11	Illidgea sp. AAY8518
ANIAA533-11	Illidgea sp. ABU8387
ANIAB811-11	Illidgea sp. AAW1409
IMLS730-18	Arignota stercorata
ANIAA1091-11	Arignota stercorata
ANICV1071-11	Arignota stercorata
LNSWE246-06	Arignota stercorata PS2
ANICB645-06	Araeostoma sp. ANIC5
ANIAA229-11	Araeostoma sp. ANIC4
ANICV109-11	Araeostoma aenicta
ANICU1778-11	Araeostoma sp. ANIC1
ANIAA843-11	Araeostoma sp. ANIC2
METAT093-18	Athrypsiastis penumbrella
ANICV113-11	Zauclophora pelodes
IMLS635-18	Zauclophora pelodes
ANIAA1020-11	Zauclophora procellosa
LEPKM314-10	Linoclostis musicodes
ANICV1116-11	Brachybelistis neomorpha
ANIAA1104-11	Brachybelistis blackburnii
ANICV1108-11	Brachybelistis pentachroa
ANICV1121-11	Brachybelistis pentachroa
ANICV1110-11	Brachybelistis pentachroa
ANICV1123-11	Brachybelistis pentachroa
ANICV1766-11	Hylypnes sp. ANIC8
ANICV1744-11	Hylypnes pudica
ANIAA1140-11	Hylypnes pudica
ANICV1758-11	Hylypnes sp. ANIC5
ANIAA1171-11	Hylypnes sp. ANIC4
ANICV1779-11	Hylypnes sp. ANIC11
ANIAA1196-11	Hylypnes sp. ANIC12
ANIAA1160-11	Hylypnes sp. ANIC6
ANIAA1182-11	Hylypnes leptosticta
ANIAA1191-11	Hylypnes sp. ANIC10
NSWHA1557-23	Catoryctis subparallela
AMUB407-11	Catoryctis subparallela
IMLS619-18	Catoryctis subparallela
IMLS617-18	Catoryctis subparallela
ANICU399-11	Catoryctis mediolinea
ANIAB434-11	Catoryctis subnexella
ANICU1964-11	Catoryctis sp. ANIC1
ANICU400-11	Catoryctis sp. ANIC1
ANICU449-11	Catoryctis nonolinea
ANIAB224-11	Catoryctis sp. ANIC7
LWA056-12	Catoryctis sp. ANIC7
ANIAB223-11	Catoryctis sp. ANIC7
ANICU421-11	Catoryctis sp. ANIC6
NSWHJ820-10	Catoryctis eugramma
ANIAB399-11	Catoryctis eugramma
AMUB198-11	Catoryctis eugramma
ANIAB397-11	Catoryctis eugramma
IMLS628-18	Catoryctis eugramma
ANICU434-11	Catoryctis sp. ANIC11
WALPC3914-15	Catoryctis leucomerata
WALPC220-14	Catoryctis leucomerata
ANICU436-11	Catoryctis sp. ANIC12
ANICU552-11	Catoryctis sp. ANIC16
ANIAA1792-11	Catoryctis sp. ANIC13
ANIAA1793-11	Catoryctis sciastis
ANIAA1766-11	Catoryctis tricrena
AMUB548-12	Pilostibes sp. ANIC1
ANICV1171-11	Pilostibes sp. ANIC1
LOQT801-07	Pilostibes sp. ANIC1
ANIAB655-11	Pilostibes sp. ANIC5
ANICV1160-11	Pilostibes serpta
ANIAA1132-11	Pilostibes serpta
ANICV1159-11	Pilostibes basivitta
ANICV1158-11	Pilostibes basivitta
ANIAA1856-11	Pilostibes stigmatias
ANICV1164-11	Pilostibes sp. ANIC3
ANICV1165-11	Pilostibes sp. ANIC3
LEFIH066-10	Elachista parvula
ELACA1373-12	Elachista parvula
ANICH785-10	Elachista habrella
EPRAE007-23	Elachista albisquamella
ELACA474-10	Elachista flavescens
DEEUR2257-19	Elachista ozeini
ILECA2319-25	Elachista subocellea
DEEUR2258-19	Elachista deceptricula
ANICH828-10	Elachista chilotera
LASTS809-15	Elachista gruenewaldi
COLFF936-13	Elachista bifasciella
GBLAC915-13	Elachista bifasciella
COEUA062-11	Elachista squamosella
COEUA008-11	Elachista nr. collitella
ELACA676-10	Elachista nr. collitella
LEPDE379-18	Elachista trifasciata
LEFIJ21665-21	Elachista granicorna
ELACA306-10	Elachista igaloensis
ELACA1218-11	Elachista igaloensis
ELACA568-10	Elachista exigua
ELACA685-10	Elachista exigua
ELACA1313-12	Elachista exigua
ELACA1304-12	Elachista exigua
ELACA1303-12	Elachista exigua
LEASW1686-20	Elachista passerini
ELACA1209-11	Elachista nuraghella
JDPML005-10	Elachista planca
DEPAL1035-23	Elachista grotenfelti
ANICH469-10	Elachista gladiograpta
ANICH722-10	Elachista paryphoea
ELACA705-10	Elachista vulcana
ANICH781-10	Elachista protensa
ABOLA806-15	Elachista canapennella
ELACA417-10	Elachista canapennella
GBMIN38679-13	Elachista canapennella
ELACA1127-11	Elachista epemba
ELACA405-10	Elachista herrichii
ANICH944-10	Elachista epartica
